ID,Name,Age,Email,Date of Joining,Salary,Department,Performance Score,Remote Work,Manager ID
822,Carlos Barnes,61,danny57@branch.com,2015-04-04,75394.77,Marketing,4.5,False,69.0
823,Anthony Sutton,34,andersonelizabeth@harvey.net,2016-10-24,80188.57,Marketing,4.34,True,7.0
824,Leslie Jones,53,hahnstanley@gmail.com,2017-03-07,58608.56,IT,1.86,False,95.0
825,Darlene Martin DDS,35,ksimmons@hall.org,2014-11-13,85275.75,IT,4.08,True,57.0
826,Zachary Harrison,34,youngkenneth@gmail.com,2013-08-04,67764.03,HR,1.05,True,69.0
827,Amy Stein,28,mark62@flores-coleman.info,2022-09-07,47930.53,Legal,2.29,True,18.0
828,Shannon Shaw,27,pknapp@miller.net,2013-05-13,89094.46,Legal,1.92,True,71.0
829,Christopher Montgomery,53,econner@carr-johnson.com,2016-03-14,63645.65,Operations,3.03,False,16.0
830,Whitney Solomon,43,icastro@williams.com,2020-05-29,100655.97,Legal,3.95,False,82.0
831,James Flores,44,joshua35@hotmail.com,2021-05-22,67385.55,Marketing,1.39,False,26.0
832,Cesar Barnes,33,robertcampbell@norris.com,2013-12-08,75744.42,Operations,3.06,True,75.0
833,John Stein,45,christopher64@hotmail.com,2013-01-16,100871.98,Marketing,4.75,False,21.0
834,James White,22,qriley@hotmail.com,2023-05-14,70309.03,Sales,1.91,False,11.0
835,Gary Larson,56,kathryn16@yahoo.com,2022-06-27,116959.9,Marketing,3.71,False,73.0
836,Jennifer Reed,39,hutchinsonamy@friedman.com,2011-01-04,101372.58,Finance,3.37,False,60.0
837,Dr. Andrew Anderson,57,dreynolds@hotmail.com,2021-09-12,104378.74,HR,1.04,True,36.0
838,Maria Thompson,41,marcus39@torres.biz,2015-06-23,115852.84,IT,2.9,True,34.0
839,Jaime Smith,62,brooksbrian@hotmail.com,2012-07-26,64996.56,Sales,3.84,True,32.0
840,Kelsey Ruiz,56,msmith@yahoo.com,2011-02-07,82207.22,Marketing,1.18,True,27.0
841,Mr. Ryan Miller,61,michaellevine@gmail.com,2021-11-04,92423.26,Sales,4.52,True,51.0
842,Eric Hill,61,pam08@gmail.com,2013-12-24,90611.26,HR,3.08,True,87.0
843,Darryl Edwards,40,xgomez@combs.com,2022-03-22,115764.31,HR,1.12,False,1.0
844,Mark Colon,46,reidmelissa@yahoo.com,2014-02-18,55951.38,Sales,1.9,True,81.0
845,Randall Reynolds,64,lmiller@sandoval-wyatt.org,2011-10-02,56222.54,HR,4.81,False,6.0
846,Douglas Harris,61,deborahpacheco@hotmail.com,2012-01-11,112620.4,HR,3.33,False,67.0
847,Alexander Sanford,24,haleyglenn@hotmail.com,2015-10-23,101937.51,Sales,1.43,False,99.0
848,Ashley Garcia,31,laura21@shaw.com,2022-08-26,48302.1,Legal,2.15,True,99.0
849,Gerald Perry,31,farleybelinda@yahoo.com,2021-06-24,81304.22,IT,2.83,True,8.0
850,Carrie Blanchard,35,sheilagarcia@gmail.com,2013-03-05,97118.74,Operations,1.08,False,1.0
851,Madison Miller,58,susan68@alexander-maxwell.com,2017-02-09,61773.28,HR,2.65,True,81.0
852,Colin Haynes,48,jacobhorton@yahoo.com,2010-12-24,69094.4,Legal,2.96,False,36.0
853,Susan Holmes,22,eclark@yahoo.com,2024-05-05,81785.7,Sales,1.97,True,19.0
854,Kimberly Cunningham,36,jennifer68@bell.com,2011-04-14,72039.77,Sales,3.35,False,98.0
855,Donna Gomez,20,kristinthompson@yahoo.com,2010-12-01,97773.82,Operations,4.01,True,18.0
856,Cynthia Huynh,45,lmcintosh@wright.com,2017-11-09,30534.49,Sales,1.94,False,97.0
857,Brittany Phillips,26,bethanyclayton@mcintosh.info,2018-06-04,69116.93,HR,3.48,False,64.0
858,Christopher Sosa,61,ysmith@yahoo.com,2015-11-13,60382.32,Sales,3.56,True,17.0
859,Shelby Castaneda,33,andrea39@cannon-olson.biz,2014-03-02,84824.76,Legal,4.79,False,14.0
860,Amy Perry,41,harriskathy@alexander-gardner.com,2019-08-31,99836.26,Finance,4.11,True,42.0
861,Brian Ewing,65,jmiller@hotmail.com,2015-06-11,36853.06,Operations,4.39,False,
862,Eugene White,48,ana44@klein.com,2013-06-12,44225.38,Finance,2.96,True,94.0
863,Spencer Jackson,31,alexanderjames@lyons.biz,2021-02-28,89857.35,HR,1.74,False,41.0
864,Christina Rodgers,46,jamieanderson@hansen-butler.com,2010-06-29,96456.22,Finance,4.98,False,18.0
865,Robert Jensen,64,jamesvaughn@kim.org,2012-01-15,82938.16,HR,1.52,False,42.0
866,Kyle Brown,32,ruizshawn@hotmail.com,2023-01-13,118452.3,HR,2.89,False,74.0
867,Karen Bridges,64,tmedina@hotmail.com,2015-09-30,74951.53,Finance,1.27,False,96.0
868,Brandi Cooke,63,david55@butler.com,2010-10-22,42266.31,Operations,4.78,True,8.0
869,Thomas Anderson,51,david99@peterson.com,2024-02-22,91766.2,HR,4.86,True,11.0
870,Michael Mahoney,22,camachomonica@cline.com,2022-10-22,84186.8,Finance,3.88,False,47.0
871,David Wilkins,28,iwilliams@hotmail.com,2016-11-18,83137.93,Finance,2.4,True,26.0
872,Samantha Jordan,36,davidsellers@hotmail.com,2017-03-24,79126.83,IT,2.02,False,32.0
873,Shawn Miller,54,banksnatasha@parks-savage.net,2022-10-22,114518.61,HR,2.06,True,57.0
874,Nathaniel Lester,26,isimon@barnes-smith.com,2024-02-12,41624.08,Legal,1.51,False,42.0
875,Beverly Robinson,27,obuckley@hotmail.com,2013-08-15,36587.76,IT,3.1,True,87.0
876,Alexis Walker,64,reyesjoe@yahoo.com,2023-02-07,43870.55,Legal,1.57,True,62.0
877,Ethan Mcknight,31,fayala@martinez.com,2010-08-29,52049.12,Finance,2.27,False,60.0
878,Joanna Wood,30,kimberly29@hotmail.com,2014-06-24,83365.17,HR,3.51,False,68.0
879,Brooke Lee,47,christinabrooks@johnson.biz,2015-04-21,85118.27,Marketing,3.91,False,67.0
880,Ariel Hardy,32,lisa72@yahoo.com,2018-11-05,50934.17,IT,1.1,True,10.0
881,Kevin Jackson,58,dharper@hotmail.com,2010-12-29,74030.29,IT,2.72,False,10.0
882,Sara Spence,31,michaelmoss@hudson.biz,2024-01-27,73385.57,HR,3.61,False,40.0
883,Lauren Hancock,27,nathan83@gmail.com,2022-04-07,70779.97,IT,4.41,True,56.0
884,Lawrence Marquez,64,stevensangel@gmail.com,2018-11-28,102319.08,Operations,2.9,True,49.0
885,Karen Hernandez,30,yucatherine@scott.com,2019-08-27,72452.38,Operations,4.88,False,99.0
886,Mark Watson Jr.,55,hbrown@hotmail.com,2010-10-27,98252.89,Operations,2.06,True,51.0
887,Sean Byrd,47,hestermarie@jones-ford.com,2023-07-21,44983.3,HR,1.05,False,69.0
888,Joshua Rodriguez,63,nicolasbolton@yahoo.com,2019-04-13,77877.06,Operations,2.94,True,61.0
889,Gloria Rogers,29,matthew96@jones.com,2010-09-06,104169.43,HR,2.02,True,70.0
890,Jerry Robinson,62,cwarner@yahoo.com,2017-12-21,45994.49,Finance,4.29,True,54.0
891,Krystal Scott,59,amydaniel@adams.com,2011-12-02,71843.0,Finance,1.93,True,66.0
892,Susan Joyce,42,oknox@gardner.com,2014-12-04,84817.14,Operations,2.24,True,9.0
893,Clifford Freeman,26,kyle30@hotmail.com,2011-02-26,46629.71,HR,4.16,True,28.0
894,Brandi Phillips,33,garrisonriley@small.com,2018-12-31,98108.9,Marketing,3.86,True,18.0
895,Shelby Martinez,50,jeffrey94@jones.org,2013-05-19,37109.66,IT,3.23,False,82.0
896,Heather Welch,62,brianawhite@thompson.org,2017-06-04,115177.4,Legal,3.82,False,51.0
897,Miguel Snyder,34,zneal@gmail.com,2018-06-21,72139.93,IT,2.67,True,65.0
898,Willie Noble,62,qthompson@yahoo.com,2017-08-17,60251.08,IT,1.02,False,40.0
899,Charlene Gomez,29,chadkhan@roth.info,2010-08-14,40512.63,Sales,1.05,False,18.0
900,Jonathan Romero,33,michaelmiller@yahoo.com,2020-09-20,68933.7,HR,3.04,False,9.0
901,Angela Archer,43,evanselizabeth@gmail.com,2013-02-02,89382.36,Sales,1.33,True,18.0
902,Michael Brock,39,dale72@hotmail.com,2017-05-11,38503.86,Finance,1.2,True,19.0
903,Raymond Williams,40,jaime68@west.org,2012-03-31,57564.22,Operations,4.86,True,4.0
904,Mike Ellison,35,jennifer66@gmail.com,2019-08-03,105241.58,Finance,4.44,True,49.0
905,Sandra Powers,46,pwalker@white.info,2024-04-28,88156.29,IT,1.61,False,82.0
906,Caleb Gonzalez,45,tonihaas@doyle.com,2017-03-03,48573.57,HR,1.0,False,72.0
907,Nathan Rojas,62,danielwilliams@cooper-miller.org,2011-07-09,44481.88,IT,4.77,False,14.0
908,Phyllis Mayo,26,ethan40@yahoo.com,2013-02-26,111403.65,Finance,2.11,True,85.0
909,Tina Baldwin,45,brandi95@moore.com,2024-02-29,55831.82,Finance,1.74,True,8.0
910,Tammy Stewart,46,tcline@hill.com,2015-07-06,46155.02,Sales,3.77,False,67.0
911,Ryan Ware,57,nlambert@yahoo.com,2017-10-23,119996.76,Finance,1.44,False,34.0
912,Juan Vasquez,61,keithtaylor@yahoo.com,2014-07-03,57827.26,Finance,2.06,False,72.0
913,Jordan Blair,57,mwood@gmail.com,2020-08-01,41226.62,Marketing,4.9,True,38.0
914,Karen Atkins,53,timothyhenderson@evans.com,2022-02-07,71558.19,Operations,3.56,True,45.0
915,Joseph Simmons PhD,48,milleraaron@williams-bernard.com,2015-08-28,69091.06,Finance,3.08,False,85.0
916,Matthew Franco,59,jessica42@hotmail.com,2019-08-07,113412.22,IT,2.59,False,93.0
917,Anthony Holloway,27,gsimpson@warner.com,2020-08-30,42078.45,Marketing,4.1,True,61.0
918,Steven Williams,61,derekpalmer@klein-koch.org,2020-05-05,38202.28,HR,1.56,False,51.0
919,Tiffany Mitchell,35,klee@yahoo.com,2012-05-11,38368.08,HR,4.87,False,75.0
920,Stephanie Simon,34,marthagrant@stevens-scott.com,2021-04-07,111385.87,Marketing,4.44,True,40.0
921,Jessica Delacruz,18,susan56@hotmail.com,2015-05-05,70443.23,Marketing,3.47,True,95.0
922,Melissa Young,44,onealtiffany@robinson-robinson.com,2016-02-09,43554.59,Finance,1.17,False,85.0
923,Kimberly Hernandez,25,vanessa24@conley-tate.biz,2018-08-08,83444.71,IT,3.8,True,79.0
924,Matthew Cordova,36,russellkayla@wilson-roach.com,2013-03-25,78386.1,Sales,4.65,False,59.0
925,Jose Henderson,29,anthony58@hotmail.com,2013-02-04,47856.61,IT,3.1,False,65.0
926,Joann Campbell,30,tracy43@gmail.com,2017-02-24,84273.43,IT,2.42,False,44.0
927,Amanda Simmons,31,jamie12@yahoo.com,2022-08-05,60620.81,Legal,1.48,False,29.0
928,Carl Lucas,26,adamwhitaker@walker.com,2012-07-06,51453.37,IT,4.02,True,99.0
929,Daniel Berg,58,areed@gmail.com,2011-02-07,75936.05,Finance,4.54,True,64.0
930,Denise Carter,36,pricemary@gmail.com,2015-11-14,56248.43,Marketing,1.4,False,4.0
931,Tracy Medina,35,allenderrick@ballard.biz,2023-04-28,49992.59,IT,4.04,False,92.0
932,Carolyn Edwards,60,jessica72@gmail.com,2013-02-26,109175.02,IT,1.07,False,49.0
933,Kayla Thompson,62,hughesjoshua@gmail.com,2023-11-17,44018.63,Legal,4.87,True,100.0
934,Ashley Sloan,52,misty21@yahoo.com,2013-10-08,55253.1,IT,3.46,False,46.0
935,Shelby Burton,29,phillip17@garcia.com,2021-04-23,64752.45,Finance,3.21,False,43.0
936,Elizabeth Johnson,41,kingeric@mathews.com,2024-05-18,54627.45,Finance,2.18,False,65.0
937,Julia Stewart,24,gfletcher@gmail.com,2024-05-12,48963.96,Sales,4.72,False,
938,Zachary Reyes,32,enolan@gmail.com,2016-12-31,99403.15,Operations,2.06,False,31.0
939,Mary Williams,64,james76@hotmail.com,2023-07-05,59611.45,HR,4.31,False,73.0
940,Brianna Griffin,61,rlynch@booker.com,2023-09-07,40126.17,Legal,4.94,False,9.0
941,Sarah Chambers,19,jennifer30@case.com,2015-04-14,78680.56,IT,4.13,True,60.0
942,Bryan Floyd,32,lisaweber@gomez-taylor.com,2015-01-22,41293.96,Marketing,3.08,False,14.0
943,Cassidy Shaw,55,lisa81@farrell.com,2018-03-23,62176.76,HR,1.26,False,47.0
944,Elizabeth Fitzgerald,24,danielramirez@velasquez.com,2018-01-26,109364.41,Sales,2.89,True,55.0
945,Christopher Elliott,65,ivillanueva@hawkins.com,2020-01-28,63224.51,HR,2.75,False,98.0
946,Jacob Stanley,62,josephgraves@burns-lara.org,2012-05-01,86925.81,Operations,1.81,True,79.0
947,Benjamin Pope,27,matthewbarron@macdonald.com,2019-04-21,76316.3,HR,2.69,False,31.0
948,Kyle Wilson,21,uskinner@gmail.com,2017-04-28,42395.24,IT,2.43,True,69.0
949,Angela Weaver,27,ronald10@mccoy.com,2015-11-03,88416.26,Sales,1.65,True,3.0
950,Joshua Hill,52,porterchad@yahoo.com,2017-12-11,107043.15,Finance,2.77,False,66.0
951,Michael Watkins,48,maryhopkins@pacheco.com,2011-06-14,38389.12,Marketing,2.05,False,64.0
952,Regina Brown,19,eweiss@rodgers.org,2011-05-06,97831.21,Sales,3.09,True,14.0
953,Sarah Baldwin,56,regina56@winters.com,2021-07-25,92119.02,Operations,1.14,True,5.0
954,Kenneth Martin II,32,eric02@johnson.info,2012-10-02,107999.45,IT,4.62,False,72.0
955,Kenneth Herring,34,jacksonkelsey@berry-brown.net,2022-01-11,39368.27,Marketing,4.27,False,45.0
956,Melinda Velazquez,48,amy74@hotmail.com,2014-06-26,57512.58,Sales,3.21,False,5.0
957,Luke Berry,31,caleb55@guzman.com,2016-05-13,92486.23,Finance,4.41,False,46.0
958,Dylan Stewart,40,johnsonkimberly@murphy.info,2013-01-03,31981.62,Operations,4.85,True,23.0
959,Austin Rose,64,knappmackenzie@hotmail.com,2016-01-22,96066.81,Finance,1.44,False,43.0
960,Natasha Johnson,53,snicholson@gmail.com,2021-12-18,107218.07,HR,3.52,False,34.0
961,Kelly Weaver,41,johnsonjoe@lester.info,2011-10-14,70797.36,IT,4.99,False,62.0
962,Andrew Riley,55,anatate@johnson.net,2022-03-04,69089.69,Sales,4.95,True,61.0
963,Melissa Miller,47,fmoses@gmail.com,2014-08-15,55062.21,Operations,3.41,False,96.0
964,Kayla Campbell,63,jerrydavis@lane.com,2014-09-03,30454.67,Finance,1.51,True,53.0
965,Samantha Russell,60,sanchezdaniel@daniel.com,2020-07-17,46767.32,Operations,3.33,True,
966,Erin Morris,44,allenheather@walker.net,2024-04-07,118187.77,Marketing,1.01,False,82.0
967,Steven Brown,36,vjones@jones-wilson.com,2017-07-02,108055.75,HR,1.8,False,98.0
968,Ashley Bishop,40,samanthamcdowell@baker-hartman.com,2022-01-19,53985.42,Sales,4.82,False,30.0
969,Jason Torres,24,tranvictor@williams-mccarty.com,2017-01-02,116737.4,Sales,2.32,True,83.0
970,Jamie Welch,28,pateljames@gmail.com,2024-01-26,63094.14,HR,3.55,False,83.0
971,Shannon Cruz,61,felliott@steele-brown.com,2010-07-21,56782.68,Sales,2.12,True,61.0
972,Amanda Estes,19,kristin15@yahoo.com,2022-07-02,43752.69,Operations,4.79,True,95.0
973,Shannon Morrison,27,kathrynramirez@hotmail.com,2010-11-24,111145.0,Finance,3.91,False,92.0
974,Michele Kelley,44,apeterson@wilson-phillips.com,2014-12-20,118829.32,Sales,2.32,True,44.0
975,Jasmine Rowland,33,jessica53@reed.com,2020-07-14,59467.03,IT,4.17,False,87.0
976,Connie Stevens,35,brandon97@perez.net,2024-05-18,93308.74,Finance,1.43,True,100.0
977,Mia Rowland,37,michael47@yahoo.com,2017-06-18,60177.31,Finance,2.57,False,92.0
978,Amber Sheppard,37,gomezfrank@franklin.info,2012-07-09,39449.17,Sales,1.88,True,20.0
979,Steven Zhang,19,donnamullins@gmail.com,2015-03-07,65342.31,HR,3.73,True,5.0
980,Brian Savage,45,kelly28@mason-horton.com,2023-12-18,79641.3,IT,1.41,True,97.0
981,Lisa Snyder,54,garciacharles@yahoo.com,2017-11-25,41071.51,Legal,2.59,False,94.0
982,Billy Cantu,53,zcisneros@parker.net,2016-02-02,103644.55,HR,2.11,True,61.0
983,Sara Thomas,27,bmathews@hotmail.com,2014-07-22,74762.68,Finance,3.03,True,67.0
984,Frederick Owen,59,patrickroberts@hartman.com,2023-11-07,51094.47,HR,2.4,True,84.0
985,Penny May,31,patrickgarcia@jones.com,2020-12-27,83348.36,Marketing,3.83,True,21.0
986,Kathleen Freeman,24,joshua37@yahoo.com,2021-11-28,101393.34,Marketing,1.1,False,49.0
987,John Johnson,42,jamesjones@williams-kelley.com,2014-01-15,59486.19,Operations,3.54,True,89.0
988,Larry Benjamin,28,danielle07@anderson.com,2010-12-24,93132.87,IT,1.92,True,36.0
989,Michael Nelson,61,oliverchristie@white.biz,2022-07-09,68507.33,Legal,2.07,True,87.0
990,Sarah Walker,55,richard86@campbell.net,2023-10-09,116764.61,Operations,4.2,True,74.0
991,Elizabeth Holmes,23,jason77@fox.com,2012-07-29,99384.61,Sales,4.82,True,61.0
992,Carmen Valencia,58,bowmandonna@reeves.org,2019-10-13,62071.58,Sales,2.27,False,27.0
993,Chad Cantrell,33,james01@hotmail.com,2015-12-24,31597.32,IT,4.31,True,3.0
994,Danielle Caldwell,32,christopherwright@silva.net,2015-05-27,89176.79,Legal,1.42,True,90.0
995,Jennifer Delgado,39,lindalopez@wise.com,2021-07-26,47808.49,Sales,3.54,False,58.0
996,Robert Bowers,18,hansentara@hotmail.com,2024-02-12,40969.13,Sales,4.0,True,79.0
997,Ann Dennis,53,aoconnor@moore-williams.com,2015-03-22,113859.88,IT,1.62,True,76.0
998,Raymond Robinson PhD,51,kenneth71@hotmail.com,2014-11-18,119995.41,IT,2.7,True,85.0
999,Elizabeth James,32,harperkevin@yahoo.com,2024-03-01,54289.99,Sales,4.57,True,22.0
1000,Haley Reynolds,24,xfritz@green.biz,2023-02-04,57159.17,Finance,1.41,False,78.0
